ticker,as_of_date,market_cap_cr,enterprise_value_cr,pe,ev_ebitda,pb,ps,roe,roce,roa,industry_pe,historical_pe_3y,historical_pe_5y,historical_pe_10y,avg_roe_3y,avg_roe_5y,debt_equity,current_ratio,interest_coverage,revenue_ttm,ebitda_ttm,pat_ttm,revenue_growth_1y,revenue_growth_3y,revenue_growth_5y,ebitda_margin,pat_margin,ebitda_growth_1y,pat_growth_1y,pat_growth_3y,pat_growth_5y,promoter_holding,fii_holding,dii_holding,public_holding,latest_result_date,result_quarter,cash,total_debt,working_capital_days,cfo_ttm,source,ingested_at
FEDERALBNK,2026-06-11,76142.2,407249.57,17.56,17.23,1.89,2.57,11.65,6.39,1.18,14.66,11.6,10.79,11.52,12.93,13.04,8.66,3.27,1.33,29674.1,,,,18.55,15.7,64.15,,,11.15,11.15,21.18,0.0,26.05,50.39,23.56,,,,346684.14,,,screener,2026-06-11T12:45:34.591728+05:30
FINCABLES,2026-06-11,15536.34,15387.36,21.77,15.55,2.56,2.46,12.33,16.01,10.75,26.7,23.29,20.25,20.56,13.19,13.5,0.0,8.42,531.58,6321.01,,,,12.15,17.96,9.8,,,12.27,12.27,9.11,35.86,9.62,16.44,38.1,,,,19.14,,,screener,2026-06-11T12:45:34.591728+05:30
FIRSTCRY,2026-06-11,11166.63,11357.98,,25.43,2.32,1.31,-2.37,0.57,-1.86,48.71,,,,-4.56,-5.86,0.33,2.14,0.25,8547.94,,,,14.92,39.76,3.07,,,20.93,20.93,,0.0,3.52,23.67,65.75,,,,1593.9,,,screener,2026-06-11T12:45:34.591728+05:30
FIVESTAR,2026-06-11,12385.53,18437.01,11.3,8.24,1.69,3.85,16.06,14.76,7.27,20.35,21.89,24.64,24.64,17.32,16.66,1.11,12.14,2.98,3218.12,,,,28.38,25.11,68.65,,,22.11,22.11,25.07,18.61,48.48,17.58,15.34,,,,8200.43,,,screener,2026-06-11T12:45:34.591728+05:30
FLUOROCHEM,2026-06-11,40223.8,42163.8,68.4,31.65,5.1,8.05,7.78,9.86,5.23,28.96,62.91,53.3,47.64,7.92,12.82,0.29,1.72,6.99,4996.0,,,,-4.21,13.52,25.82,,,-23.76,-23.76,36.34,61.39,4.28,13.48,20.85,,,,2290.0,,,screener,2026-06-11T12:45:34.591728+05:30
FORCEMOT,2026-06-11,22438.45,21606.86,21.26,13.56,5.39,2.48,29.23,36.08,18.11,28.15,30.41,30.57,25.46,23.98,16.23,0.0,1.87,401.14,9057.05,,,,21.67,35.43,16.38,,,221.39,221.39,65.51,61.63,10.93,1.75,25.69,,,,0.0,,,screener,2026-06-11T12:45:34.591728+05:30
FORTIS,2026-06-11,73910.41,76839.28,69.82,35.71,7.46,8.1,11.26,13.47,7.37,45.75,64.12,61.53,60.61,9.88,8.9,0.35,0.86,5.41,9127.84,,,,13.17,17.76,22.84,,,26.63,26.63,64.38,31.17,25.98,31.35,11.5,,,,3472.58,,,screener,2026-06-11T12:45:34.591728+05:30
FSL,2026-06-11,17544.91,20197.54,23.35,12.92,3.99,1.84,17.71,16.17,8.8,18.11,34.18,25.39,15.28,15.86,16.28,0.67,0.79,6.22,9556.39,,,,16.64,13.48,16.28,,,13.75,13.75,10.46,53.66,8.85,25.49,11.05,,,,2921.9,,,screener,2026-06-11T12:45:34.591728+05:30
GABRIEL,2026-06-11,14426.19,14290.49,56.92,34.12,10.77,3.41,20.35,27.0,13.01,27.43,37.84,31.15,22.71,19.7,17.97,0.03,1.85,52.58,4232.99,,,,12.52,20.09,8.71,,,24.21,24.21,33.4,55.03,6.58,16.28,22.1,,,,33.51,,,screener,2026-06-11T12:45:34.591728+05:30
GAIL,2026-06-11,108686.43,131391.26,14.3,9.05,1.24,0.77,8.71,9.68,5.54,14.57,12.68,11.6,12.21,11.76,12.7,0.28,0.85,11.09,141597.72,,,,-0.94,19.8,8.13,,,10.45,10.45,4.33,51.88,13.04,20.5,6.98,,,,24831.49,,,screener,2026-06-11T12:45:34.591728+05:30
GALLANTT,2026-06-11,15375.64,15420.18,31.75,19.87,4.64,3.48,15.73,18.23,12.39,21.5,27.31,15.96,7.99,13.76,12.26,0.17,2.95,15.49,4418.92,,,,2.89,34.42,16.21,,,50.9,50.9,42.84,70.0,0.09,0.08,29.82,,,,547.69,,,screener,2026-06-11T12:45:34.591728+05:30
GESHIP,2026-06-11,19878.88,15454.69,6.73,3.81,1.17,3.68,18.85,18.35,15.86,11.53,6.76,7.29,7.92,17.88,17.89,0.06,7.13,23.19,5409.09,,,,-1.68,10.15,58.2,,,6.16,6.16,28.65,30.07,28.44,15.25,26.25,,,,1087.15,,,screener,2026-06-11T12:45:34.591728+05:30
GICRE,2026-06-11,65974.23,37485.35,6.8,3.26,0.94,1.25,14.64,17.35,4.83,41.7,8.45,8.55,10.09,12.47,12.45,0.0,0.49,,52985.6,,,,4.35,1.75,19.05,,,11.84,11.84,37.14,82.4,2.05,13.55,2.0,,,,0.0,,,screener,2026-06-11T12:45:34.591728+05:30
GILLETTE,2026-06-11,25224.66,24955.42,38.55,25.7,26.66,8.14,66.44,90.62,34.54,40.72,56.46,57.38,63.69,49.01,44.18,0.0,1.54,74.0,3099.53,,,,11.17,13.04,30.43,,,31.22,31.22,23.18,75.0,4.36,9.25,11.39,,,,0.02,,,screener,2026-06-11T12:45:34.591728+05:30
GLAND,2026-06-11,39128.46,36052.94,37.42,18.53,3.71,6.08,10.7,15.14,8.82,31.66,38.74,38.59,38.74,9.3,11.05,0.03,4.68,45.74,6430.65,,,,21.06,13.18,25.34,,,8.36,8.36,0.93,51.83,7.29,33.36,7.52,,,,283.59,,,screener,2026-06-11T12:45:34.591728+05:30
GLAXO,2026-06-11,36413.85,35056.1,37.84,25.5,16.04,9.53,45.61,61.41,22.82,31.66,49.4,53.7,58.71,43.48,47.63,0.01,1.25,479.32,3821.67,,,,5.53,5.49,34.26,,,17.73,17.73,15.12,75.0,4.62,7.68,12.69,,,,33.27,,,screener,2026-06-11T12:45:34.591728+05:30
GLENMARK,2026-06-11,60646.37,60063.64,20.58,11.93,5.81,3.57,30.49,39.77,16.44,31.66,31.58,19.84,17.77,-0.77,3.26,0.06,1.77,21.37,16982.51,,,,13.6,9.19,26.92,,,75.79,75.79,25.68,46.65,20.35,19.28,13.7,,,,593.53,,,screener,2026-06-11T12:45:34.591728+05:30
GMDCLTD,2026-06-11,19110.21,18886.6,34.0,21.79,2.71,7.2,8.34,10.8,6.72,18.67,17.89,13.12,11.38,9.71,12.16,0.04,4.15,105.35,2653.38,,,,-8.8,14.83,16.7,,,-22.42,-22.42,7.99,74.0,3.76,0.94,21.31,,,,316.51,,,screener,2026-06-11T12:45:34.591728+05:30
GMRAIRPORT,2026-06-11,105061.8,147351.63,505.12,23.06,,7.1,,11.65,1.08,271.84,501.72,501.72,42.2,,,,0.77,1.18,14807.41,,,,30.43,32.94,38.88,,,42.73,42.73,15.76,66.33,20.17,4.93,8.56,,,,43282.52,,,screener,2026-06-11T12:45:34.591728+05:30
GODFRYPHLP,2026-06-11,34569.48,34770.55,22.66,16.78,5.58,5.41,26.62,32.84,19.97,15.5,25.27,17.54,23.9,22.36,20.51,0.04,2.44,166.24,6391.11,,,,21.51,20.41,24.79,,,37.38,37.38,37.92,72.58,7.91,3.28,16.2,,,,233.68,,,screener,2026-06-11T12:45:34.591728+05:30
GODIGIT,2026-06-11,27255.85,27386.7,50.04,43.35,5.86,2.72,12.13,13.06,2.35,41.7,73.44,73.44,73.44,10.4,5.84,0.08,0.1,,10005.28,,,,19.35,34.75,1.59,,,148.23,148.23,45.11,73.01,8.01,14.62,4.35,,,,350.0,,,screener,2026-06-11T12:45:34.591728+05:30
GODREJCP,2026-06-11,104140.7,107551.1,51.36,31.43,8.23,6.86,16.46,19.08,9.99,40.72,64.6,59.92,51.31,13.99,14.43,0.35,0.91,9.51,15177.9,,,,4.46,6.6,20.79,,,5.51,5.51,3.06,53.05,13.94,18.0,14.99,,,,4415.81,,,screener,2026-06-11T12:45:34.591728+05:30
GODREJIND,2026-06-11,34343.99,78980.94,27.15,12.28,3.09,1.54,11.86,8.84,2.3,18.27,39.93,37.19,41.22,7.9,8.69,4.61,1.09,2.4,22236.85,,,,9.93,18.96,10.08,,,14.27,14.27,32.1,74.64,4.47,3.47,17.43,,,,51564.41,,,screener,2026-06-11T12:45:34.591728+05:30
GODREJPROP,2026-06-11,48967.34,59143.61,26.2,20.93,2.57,9.54,10.24,8.28,2.7,26.02,57.12,71.65,75.84,9.03,7.73,0.83,1.27,19.81,5131.43,,,,31.59,46.33,-8.83,,,56.92,56.92,59.81,51.66,26.17,8.19,13.98,,,,15894.09,,,screener,2026-06-11T12:45:34.591728+05:30
GPIL,2026-06-11,18816.45,18115.34,23.15,13.39,3.24,3.5,15.2,20.37,12.12,21.5,15.0,12.08,6.78,17.84,23.08,0.08,3.04,20.1,5380.65,,,,-2.16,6.38,23.29,,,0.4,0.4,4.99,63.34,5.94,2.63,28.09,,,,443.48,,,screener,2026-06-11T12:45:34.591728+05:30
GRANULES,2026-06-11,19181.93,19744.91,31.83,16.38,3.76,3.57,13.69,15.46,8.64,31.66,26.22,22.76,18.03,13.67,15.16,0.3,1.8,7.95,5365.65,,,,5.95,10.63,22.09,,,5.19,5.19,1.85,38.02,15.31,17.01,29.67,,,,1512.04,,,screener,2026-06-11T12:45:34.591728+05:30
GRAPHITE,2026-06-11,12204.14,12525.14,67.17,33.4,2.04,4.28,3.1,4.57,2.4,36.13,37.62,29.67,23.42,4.13,5.39,0.06,3.22,11.2,2852.0,,,,-3.57,7.82,7.05,,,-7.72,-7.72,51.31,65.34,6.7,10.49,17.48,,,,367.0,,,screener,2026-06-11T12:45:34.591728+05:30
GRASIM,2026-06-11,209910.66,431575.46,41.33,11.46,1.99,1.2,5.05,8.07,1.97,28.42,36.05,22.6,18.61,5.24,6.78,2.2,0.95,1.98,175430.74,,,,14.25,18.09,20.69,,,-9.41,-9.41,2.66,43.74,14.91,16.28,24.75,,,,227853.06,,,screener,2026-06-11T12:45:34.591728+05:30
GRAVITA,2026-06-11,11602.33,12136.42,30.63,23.71,4.77,2.72,16.76,17.02,12.76,18.67,35.03,27.29,21.66,20.93,24.27,0.3,2.91,19.09,4265.27,,,,15.05,24.78,10.2,,,22.72,22.72,46.04,55.88,13.94,5.15,23.71,,,,735.9,,,screener,2026-06-11T12:45:34.591728+05:30
GROWW,2026-06-11,120170.74,112124.13,57.75,38.46,12.43,25.87,28.81,37.32,14.56,20.69,31.8,31.8,31.8,33.94,25.1,0.03,1.2,62.42,4644.58,,,,59.64,,59.08,,,66.41,66.41,,27.38,2.51,5.92,62.88,,,,292.23,,,screener,2026-06-11T12:45:34.591728+05:30
GRSE,2026-06-11,29107.66,25756.96,38.9,24.08,11.08,4.16,31.79,42.96,7.12,62.08,44.22,34.52,17.27,27.86,24.18,0.01,1.23,63.33,7002.16,750.0,660.0,18.8,22.5,43.75,11.36,15.7,22.8,50.49,50.49,36.23,74.5,3.51,1.69,20.32,2025-01-28,Q3FY25,2500.0,37.39,80.0,580.0,screener,2026-06-11T12:45:34.591728+05:30
GVT&D,2026-06-11,122813.16,121309.44,95.96,68.36,45.62,19.79,57.32,76.43,20.63,35.14,121.53,102.64,79.66,42.25,27.14,0.01,1.33,117.16,6206.31,,,,30.8,12.45,27.13,,,489.65,489.65,85.76,51.0,20.39,21.39,7.22,,,,24.0,,,screener,2026-06-11T12:45:34.591728+05:30
HAL,2026-06-11,279909.1,233723.28,30.69,17.3,6.82,8.46,23.98,31.96,7.56,62.08,34.13,25.9,14.1,26.02,26.62,0.0,2.61,2099.78,33088.82,8200.0,8100.0,18.2,15.5,7.66,29.53,27.0,22.5,16.09,16.09,22.95,71.64,10.21,10.43,7.66,2025-02-05,Q3FY25,18000.0,10.97,110.0,6800.0,screener,2026-06-11T12:45:34.591728+05:30
HAVELLS,2026-06-11,71946.38,69848.08,42.55,25.67,7.61,3.19,19.03,24.9,11.84,37.18,70.66,69.62,64.62,18.64,18.78,0.03,1.71,28.99,22527.77,,,,10.03,16.59,9.95,,,16.42,16.42,10.75,59.38,16.93,17.5,5.96,,,,265.2,,,screener,2026-06-11T12:45:34.591728+05:30
HBLENGINE,2026-06-11,20840.91,20355.87,24.87,17.37,9.39,6.31,45.33,58.45,34.03,24.23,51.52,41.46,38.81,33.08,26.6,0.03,3.57,76.33,3302.83,,,,34.13,29.35,33.7,,,104.73,104.73,117.77,59.11,5.94,0.79,34.17,,,,66.87,,,screener,2026-06-11T12:45:34.591728+05:30
HCLTECH,2026-06-11,299032.36,280822.36,17.23,9.93,3.98,2.3,23.98,30.6,15.74,20.32,25.12,24.2,19.51,24.1,23.51,0.07,2.22,27.53,130144.0,,,,8.65,11.54,20.56,,,5.83,5.83,9.57,60.86,15.51,18.95,4.36,,,,5215.0,,,screener,2026-06-11T12:45:34.591728+05:30
HDBFS,2026-06-11,52228.21,149784.65,20.52,14.33,2.54,2.83,13.94,9.09,2.19,20.35,27.64,27.64,27.64,15.74,15.59,4.8,0.93,1.49,18430.82,,,,14.11,10.99,56.7,,,9.1,9.1,45.37,74.12,3.01,12.29,10.35,,,,99230.05,,,screener,2026-06-11T12:45:34.591728+05:30
HDFCAMC,2026-06-11,103637.65,103613.48,36.25,27.3,11.21,22.47,32.93,42.88,30.51,36.7,41.3,38.76,41.23,31.75,29.78,0.0,0.64,280.57,4611.41,,,,23.0,16.02,82.19,,,26.16,26.16,16.62,52.37,24.45,14.42,8.75,,,,0.0,,,screener,2026-06-11T12:45:34.591728+05:30
HDFCBANK,2026-06-11,1144969.16,4632384.89,15.04,16.11,1.97,3.28,13.78,7.04,1.7,14.66,18.74,19.88,23.15,14.9,15.42,6.34,2.22,1.55,348615.15,88000.0,65000.0,8.5,18.2,22.08,40.38,30.2,10.5,18.29,18.29,19.04,0.0,44.05,40.14,15.64,2025-01-18,Q3FY25,85000.0,3688122.84,25.0,72000.0,screener,2026-06-11T12:45:34.591728+05:30
HDFCLIFE,2026-06-11,117899.64,119008.41,61.65,57.85,6.69,1.19,11.28,10.3,0.52,66.1,86.94,87.57,88.77,10.78,10.57,0.17,1.03,,99431.5,,,,12.3,6.81,1.14,,,11.81,11.81,7.04,50.21,22.52,17.25,10.0,,,,3099.0,,,screener,2026-06-11T12:45:34.591728+05:30
HEG,2026-06-11,9799.38,10345.27,28.95,15.8,2.06,3.82,7.34,8.34,5.72,36.13,33.55,26.41,18.77,5.7,8.16,0.17,2.21,11.87,2568.5,,,,1.41,15.41,15.51,,,-14.07,-14.07,45.95,56.28,10.23,8.63,24.86,,,,796.02,,,screener,2026-06-11T12:45:34.591728+05:30
HEROMOTOCO,2026-06-11,97105.11,97117.02,16.68,11.44,4.48,2.05,28.54,35.76,18.98,35.63,21.29,20.49,20.48,24.72,21.41,0.04,1.91,97.52,47411.24,,,,11.55,8.9,14.86,,,28.83,28.83,15.87,34.73,31.15,24.69,9.34,,,,778.61,,,screener,2026-06-11T12:45:34.591728+05:30
HEXT,2026-06-11,31094.6,29792.8,21.17,12.62,4.96,2.25,24.86,30.07,14.57,20.32,31.96,31.96,18.05,23.79,23.13,0.11,1.4,18.5,13835.5,,,,13.44,16.49,14.13,,,18.05,18.05,18.49,74.3,4.2,15.04,6.18,,,,680.7,,,screener,2026-06-11T12:45:34.591728+05:30
HFCL,2026-06-11,25346.76,26622.72,81.31,32.19,5.18,5.12,6.95,10.86,4.01,14.43,48.92,36.32,28.58,6.81,8.29,0.36,1.99,2.77,4949.27,,,,1.43,2.27,15.39,,,1.18,1.18,5.2,28.3,7.08,8.57,56.02,,,,1744.38,,,screener,2026-06-11T12:45:34.591728+05:30
HINDALCO,2026-06-11,231913.78,316266.78,13.24,8.37,1.71,0.84,13.46,13.67,5.72,15.77,12.02,10.9,11.19,12.69,13.35,0.73,1.21,8.32,274944.0,,,,7.2,15.81,12.69,,,20.16,20.16,36.17,34.64,29.96,21.35,13.21,,,,99161.0,,,screener,2026-06-11T12:45:34.591728+05:30
HINDCOPPER,2026-06-11,48878.24,48179.52,49.37,31.41,14.6,15.88,32.93,42.4,24.34,56.22,63.21,55.89,60.76,22.82,21.64,0.03,1.68,271.57,3077.92,,,,22.43,11.49,47.5,,,49.87,49.87,55.18,66.14,6.34,5.39,22.14,,,,110.92,,,screener,2026-06-11T12:45:34.591728+05:30
HINDPETRO,2026-06-11,77239.91,133033.41,4.3,3.87,1.2,0.17,30.93,22.23,9.07,5.68,6.92,4.84,5.84,27.75,18.33,0.85,0.64,7.96,441771.34,,,,0.08,13.63,6.93,,,66.13,66.13,11.02,54.9,17.26,19.58,8.24,,,,55964.43,,,screener,2026-06-11T12:45:34.591728+05:30
HINDUNILVR,2026-06-11,503235.42,501465.42,33.1,31.76,10.38,7.81,31.03,28.42,19.11,41.64,52.75,55.38,59.11,23.91,22.15,0.03,0.95,35.26,64468.0,,,,2.1,6.51,23.33,,,14.41,14.41,13.26,61.9,10.1,16.33,11.6,,,,1478.0,,,screener,2026-06-11T12:45:34.591728+05:30
HINDZINC,2026-06-11,232265.76,240677.76,17.01,10.47,10.33,5.71,76.38,69.25,35.67,53.34,19.37,15.98,14.24,68.7,50.26,0.39,0.29,21.82,40658.0,,,,6.04,12.43,53.94,,,9.15,9.15,12.09,60.71,2.39,4.84,4.12,,,,8726.0,,,screener,2026-06-11T12:45:34.591728+05:30
HOMEFIRST,2026-06-11,10816.67,20565.7,19.99,13.51,2.48,5.63,15.71,11.13,3.95,14.64,28.09,30.05,30.32,15.89,15.07,2.43,5.38,1.89,1921.01,,,,34.16,31.47,79.17,,,33.27,33.27,40.09,6.99,45.72,27.52,19.77,,,,10590.05,,,screener,2026-06-11T12:45:34.591728+05:30
HONASA,2026-06-11,13654.17,13575.8,67.05,42.48,9.63,5.71,15.71,19.22,10.45,40.72,99.1,99.1,99.1,,,0.1,1.69,20.94,2391.94,,,,17.02,39.06,9.87,,,117.54,117.54,16.57,35.55,13.74,19.24,31.48,,,,135.35,,,screener,2026-06-11T12:45:34.591728+05:30
HONAUT,2026-06-11,31426.21,27730.91,58.87,35.35,7.05,6.71,12.56,16.78,9.02,30.85,69.51,80.14,66.69,13.59,13.59,0.02,3.52,75.34,4681.9,,,,10.74,9.0,12.93,,,6.82,6.82,3.02,75.0,3.74,11.28,9.96,,,,110.5,,,screener,2026-06-11T12:45:34.591728+05:30
HSCL,2026-06-11,35436.5,35471.01,47.34,31.35,7.47,7.6,17.77,22.12,13.73,49.65,39.29,37.55,32.95,16.71,14.2,0.16,2.18,16.52,4660.7,,,,3.76,22.65,20.64,,,46.55,46.55,73.67,52.5,5.98,3.22,38.32,,,,769.98,,,screener,2026-06-11T12:45:34.591728+05:30
HUDCO,2026-06-11,40238.18,181689.08,9.99,14.94,1.82,3.06,20.2,8.41,2.73,17.88,16.2,10.22,8.47,16.61,14.95,6.45,1.07,1.36,13150.4,,,,22.91,12.59,91.16,,,33.35,33.35,20.64,75.0,2.22,11.03,11.74,,,,141677.01,,,screener,2026-06-11T12:45:34.591728+05:30
HYUNDAI,2026-06-11,154789.07,145334.65,28.48,15.22,7.72,2.19,29.92,38.42,16.84,28.15,30.89,30.89,30.89,36.44,30.35,0.05,1.56,69.03,70763.33,,,,5.47,11.55,12.15,,,4.84,4.84,23.6,82.5,5.43,9.71,2.37,,,,1097.56,,,screener,2026-06-11T12:45:34.591728+05:30
ICICIAMC,2026-06-11,160169.43,160021.94,48.56,35.32,38.37,26.7,85.8,115.1,70.7,36.7,2.03,2.03,2.03,82.96,80.08,0.0,0.65,248.99,5999.14,,,,28.35,21.89,75.48,,,29.58,29.58,21.51,87.59,2.4,7.18,2.82,,,,0.0,,,screener,2026-06-11T12:45:34.591728+05:30
ICICIBANK,2026-06-11,947276.55,2876323.76,17.49,17.32,2.59,4.85,16.08,7.2,2.09,14.66,18.34,19.15,19.67,17.43,17.02,5.69,2.03,1.87,195218.46,,,,17.26,16.97,25.2,,,16.83,16.83,24.14,0.0,34.48,39.94,25.36,,,,2050284.4,,,screener,2026-06-11T12:45:34.591728+05:30
ICICIGI,2026-06-11,86096.07,85109.29,33.34,23.84,5.18,3.19,16.58,21.88,3.55,41.7,37.68,39.69,43.37,17.09,16.9,0.0,0.28,,26994.43,,,,14.73,17.29,13.82,,,14.2,14.2,11.85,51.29,22.29,19.41,6.9,,,,0.0,,,screener,2026-06-11T12:45:34.591728+05:30
ICICIPRULI,2026-06-11,67100.67,68557.97,41.69,40.23,4.87,1.06,12.58,10.14,0.51,66.1,84.35,87.21,67.28,8.75,8.62,0.19,1.13,,63356.8,,,,7.87,-5.3,2.06,,,25.5,25.5,10.95,72.8,10.89,11.05,5.23,,,,2595.0,,,screener,2026-06-11T12:45:34.591728+05:30
IDBI,2026-06-11,78514.04,420163.46,8.53,15.49,1.16,2.71,14.15,6.5,2.1,14.66,13.46,15.72,15.91,13.25,11.3,5.47,3.18,1.75,29019.59,,,,12.12,7.78,70.71,,,35.44,35.44,43.49,94.71,0.56,0.08,4.63,,,,374879.89,,,screener,2026-06-11T12:45:34.591728+05:30
IDEA,2026-06-11,155688.92,342485.92,,17.52,,3.47,,-1.6,-12.35,41.42,,,36.92,,,,0.55,-0.12,44873.0,,,,2.09,1.36,42.35,,,5.71,5.71,0.21,25.64,5.56,6.19,13.57,,,,192528.0,,,screener,2026-06-11T12:45:34.591728+05:30
IDFCFIRSTB,2026-06-11,62592.3,382350.4,38.23,18.06,1.33,1.54,3.84,5.99,0.44,14.66,21.28,21.65,21.31,5.72,5.82,7.04,1.45,1.09,40548.82,,,,21.29,20.49,32.78,,,-12.43,-12.43,30.2,0.0,36.52,22.73,32.93,,,,331095.23,,,screener,2026-06-11T12:45:34.591728+05:30
IEX,2026-06-11,10571.02,10477.84,22.32,16.11,8.05,17.38,39.4,51.79,20.9,52.54,39.25,42.18,39.31,39.78,40.44,0.01,1.99,275.04,608.39,,,,14.92,13.92,84.46,,,19.63,19.63,17.82,0.0,14.16,30.26,55.31,,,,11.16,,,screener,2026-06-11T12:45:34.591728+05:30
IFCI,2026-06-11,19415.19,15836.06,105.23,15.27,2.17,9.38,2.09,5.03,1.7,17.88,94.09,98.11,16.07,2.35,-6.06,0.39,1.5,2.28,2068.84,,,,6.78,-0.13,46.96,,,42.09,42.09,15.94,72.57,2.65,1.64,20.9,,,,3523.01,,,screener,2026-06-11T12:45:34.591728+05:30
IGIL,2026-06-11,15391.39,15265.43,26.44,19.2,5.95,15.12,23.22,30.72,21.29,17.46,28.57,28.57,28.57,31.82,37.24,0.01,8.25,348.36,1018.23,,,,24.89,48.99,72.46,,,30.84,30.84,67.78,76.55,8.6,6.38,8.46,,,,35.19,,,screener,2026-06-11T12:45:34.591728+05:30
IGL,2026-06-11,22449.03,19620.57,14.49,7.79,1.95,1.39,14.01,17.9,9.46,14.74,16.58,17.29,23.98,17.19,18.36,0.01,1.16,129.57,16167.59,,,,4.59,26.76,11.4,,,-0.94,-0.94,5.91,45.0,17.08,23.25,9.65,,,,97.75,,,screener,2026-06-11T12:45:34.591728+05:30
IIFL,2026-06-11,20809.03,84133.6,12.51,10.09,1.54,1.56,12.61,10.78,2.32,20.35,14.55,13.05,12.46,11.52,13.83,5.01,2.83,1.42,13350.8,,,,16.5,17.47,62.27,,,3.48,3.48,16.9,24.85,28.16,7.09,39.92,,,,69698.07,,,screener,2026-06-11T12:45:34.591728+05:30
IKS,2026-06-11,28621.42,29158.38,39.68,26.52,12.76,8.96,40.32,36.86,24.72,23.57,49.07,49.07,49.07,37.03,38.86,0.34,1.38,13.88,3193.79,,,,45.76,42.03,33.88,,,29.79,29.79,34.25,63.72,8.19,6.4,19.39,,,,766.06,,,screener,2026-06-11T12:45:34.591728+05:30
INDGN,2026-06-11,12443.13,12205.63,30.04,17.66,3.98,3.54,14.41,18.82,10.43,39.49,33.13,33.13,33.13,18.97,21.36,0.05,2.41,29.25,3510.5,,,,15.04,29.44,17.63,,,15.93,15.93,23.02,0.0,10.27,8.29,81.43,,,,144.4,,,screener,2026-06-11T12:45:34.591728+05:30
INDHOTEL,2026-06-11,93882.43,94887.79,54.49,27.56,7.19,9.69,14.24,17.06,9.83,28.48,63.78,64.28,68.69,14.37,11.68,0.22,1.38,12.82,9689.22,,,,18.59,43.81,32.98,,,21.66,21.66,31.59,38.12,23.23,22.58,15.95,,,,2836.55,,,screener,2026-06-11T12:45:34.591728+05:30
INDIACEM,2026-06-11,11831.87,13076.08,148.42,27.01,1.15,2.64,0.78,1.62,0.59,28.42,154.81,43.83,40.76,-3.75,-3.2,0.13,1.01,1.86,4484.69,,,,-7.18,-0.11,8.84,,,30.99,30.99,-17.73,75.0,3.49,12.9,8.62,,,,1304.81,,,screener,2026-06-11T12:45:34.591728+05:30
INDIAMART,2026-06-11,12065.02,11996.92,25.43,17.66,5.03,7.69,20.7,28.04,10.84,24.69,32.43,49.53,51.28,21.74,19.45,0.01,0.12,218.41,1569.04,,,,16.77,18.57,30.29,,,18.78,18.78,11.22,49.12,19.17,13.54,18.17,,,,23.1,,,screener,2026-06-11T12:45:34.591728+05:30
INDIANB,2026-06-11,110720.45,963182.15,9.46,16.72,1.37,1.64,15.45,6.32,1.25,8.13,8.0,7.48,8.27,15.97,14.37,10.92,2.02,1.41,67504.09,,,,14.49,11.54,69.32,,,28.07,28.07,30.02,73.84,5.82,17.75,2.58,,,,874460.58,,,screener,2026-06-11T12:45:34.591728+05:30
INDIGO,2026-06-11,174227.9,235844.6,,14.39,27.01,2.05,-14.36,6.71,-0.87,15.05,25.85,25.85,24.36,,,13.21,1.47,0.94,84961.9,,,,15.99,42.15,13.94,,,-18.59,-18.59,12.72,41.57,21.64,31.14,5.6,,,,85246.3,,,screener,2026-06-11T12:45:34.591728+05:30
INDUSINDBK,2026-06-11,69288.26,482062.58,77.9,16.35,1.04,1.5,1.36,5.68,0.16,14.66,13.49,14.04,23.3,6.61,8.65,6.75,2.86,1.04,46250.81,,,,8.34,9.79,48.11,,,-50.75,-50.75,-21.21,15.5,28.57,40.13,15.1,,,,442719.95,,,screener,2026-06-11T12:45:34.591728+05:30
INDUSTOWER,2026-06-11,109193.54,128768.14,15.29,7.04,2.77,3.36,19.81,19.49,10.63,14.43,13.65,12.56,15.47,25.19,23.68,0.53,1.72,7.19,32493.1,,,,4.61,18.42,54.82,,,50.41,50.41,14.61,51.26,25.1,19.68,3.93,,,,21126.9,,,screener,2026-06-11T12:45:34.591728+05:30
INFY,2026-06-11,453946.07,440921.07,15.09,9.54,4.91,2.54,31.89,39.95,19.94,20.32,24.24,26.55,22.91,30.82,30.67,0.1,1.73,99.34,178650.0,44000.0,27500.0,6.5,10.8,12.2,23.67,17.0,8.2,7.84,7.84,9.29,14.38,28.45,43.19,13.54,2025-01-16,Q3FY25,42000.0,9176.0,28.0,44000.0,screener,2026-06-11T12:45:34.591728+05:30
INOXWIND,2026-06-11,14029.82,15005.05,34.6,14.11,2.19,3.19,7.09,10.48,4.31,35.14,67.12,67.12,27.26,7.04,-1.91,0.25,2.01,4.3,4397.12,,,,81.7,43.98,20.27,,,38.07,38.07,26.77,44.18,14.6,10.96,30.25,,,,1586.95,,,screener,2026-06-11T12:45:34.591728+05:30
INTELLECT,2026-06-11,10396.49,10064.17,28.25,14.25,3.25,3.42,12.37,15.92,8.69,20.32,36.56,32.21,33.6,13.04,14.33,0.05,2.11,78.8,3038.18,,,,10.84,15.2,19.11,,,11.26,11.26,6.91,29.73,25.57,7.1,37.61,,,,158.7,,,screener,2026-06-11T12:45:34.591728+05:30
